"date","type","home.team","away.team","home.score","away.score","home.line","over.under","season"
2001-11-04,"Week 8","L.A. Chargers","Kansas City",20,25,-5.5,42,2001
2001-11-04,"Week 8","N.Y. Giants","Dallas",27,24,-10,34,2001
2001-11-04,"Week 8","Washington","Seattle",27,14,2.5,37,2001
2001-11-04,"Week 8","Chicago","Cleveland",27,21,-4,34,2001
2001-11-04,"Week 8","Green Bay","Tampa Bay",21,20,-6,37.5,2001
2001-11-04,"Week 8","Atlanta","New England",10,24,-3,42,2001
2001-11-04,"Week 8","New Orleans","N.Y. Jets",9,16,-6,42.5,2001
2001-11-04,"Week 8","Arizona","Philadelphia",7,21,6.5,39.5,2001
2001-11-04,"Week 8","San Francisco","Detroit",21,13,-8,47.5,2001
2001-11-05,"Week 8","Oakland","Denver",38,28,-6,46,2001
2001-11-11,"Week 9","New England","Buffalo",21,11,-6,39,2001
2001-11-11,"Week 9","N.Y. Jets","Kansas City",27,7,-3.5,40,2001
2001-11-11,"Week 9","Cleveland","Pittsburgh",12,15,3,33,2001
2001-11-11,"Week 9","Indianapolis","Miami",24,27,-3,43.5,2001
2001-11-11,"Week 9","Jacksonville","Cincinnati",30,13,-4,39.5,2001
2001-11-11,"Week 9","Denver","L.A. Chargers",26,16,-5.5,45.5,2001
2001-11-11,"Week 9","Philadelphia","Minnesota",48,17,-4.5,40.5,2001
2001-11-11,"Week 9","Chicago","Green Bay",12,20,3,38,2001
2001-11-11,"Week 9","Detroit","Tampa Bay",17,20,5,40,2001
2001-11-11,"Week 9","Atlanta","Dallas",20,13,-4,37,2001
2001-11-11,"Week 9","Arizona","N.Y. Giants",10,17,5.5,37.5,2001
2001-11-11,"Week 9","L.A. Rams","Carolina",48,14,-19.5,47,2001
2001-11-11,"Week 9","San Francisco","New Orleans",28,27,-3,44.5,2001
2001-11-11,"Week 9","Seattle","Oakland",34,27,6,43.5,2001
2001-11-12,"Week 9","Tennessee","Baltimore",10,16,2.5,36.5,2001
2001-11-18,"Week 10","Buffalo","Seattle",20,23,3.5,39,2001
2001-11-18,"Week 10","Miami","N.Y. Jets",0,24,-5,37.5,2001
2001-11-18,"Week 10","New England","L.A. Rams",17,24,8,47.5,2001
2001-11-18,"Week 10","Baltimore","Cleveland",17,27,-8,33,2001
2001-11-18,"Week 10","Cincinnati","Tennessee",7,20,-1,39.5,2001
2001-11-18,"Week 10","Pittsburgh","Jacksonville",20,7,-7.5,35,2001
2001-11-18,"Week 10","Denver","Washington",10,17,-8.5,42,2001
2001-11-18,"Week 10","Oakland","L.A. Chargers",34,24,-8.5,45,2001
2001-11-18,"Week 10","Dallas","Philadelphia",3,36,7.5,37,2001
2001-11-18,"Week 10","Green Bay","Atlanta",20,23,-10.5,39.5,2001
2001-11-18,"Week 10","Carolina","San Francisco",22,25,7,43,2001
2001-11-18,"Week 10","New Orleans","Indianapolis",34,20,-6,48,2001
2001-11-18,"Week 10","Tampa Bay","Chicago",24,27,-6,35,2001
2001-11-18,"Week 10","Arizona","Detroit",45,38,-1.5,39.5,2001
2001-11-19,"Week 10","Minnesota","N.Y. Giants",28,16,-2,45,2001
2001-11-22,"Week 11","Dallas","Denver",24,26,7,39.5,2001
2001-11-22,"Week 11","Detroit","Green Bay",27,29,6.5,48,2001
2001-11-25,"Week 11","Buffalo","Miami",27,34,4.5,35.5,2001
2001-11-25,"Week 11","New England","New Orleans",34,17,1,41,2001
2001-11-25,"Week 11","Cleveland","Cincinnati",18,0,-4,35,2001
2001-11-25,"Week 11","Indianapolis","San Francisco",21,40,-2.5,53,2001
2001-11-25,"Week 11","Jacksonville","Baltimore",21,24,3,34,2001
2001-11-25,"Week 11","Tennessee","Pittsburgh",24,34,-2,34.5,2001
2001-11-25,"Week 11","Kansas City","Seattle",19,7,-2,40.5,2001
2001-11-25,"Week 11","L.A. Chargers","Arizona",17,20,-7,44.5,2001
2001-11-25,"Week 11","N.Y. Giants","Oakland",10,28,3,39.5,2001
2001-11-25,"Week 11","Philadelphia","Washington",3,13,-7,36,2001
2001-11-25,"Week 11","Minnesota","Chicago",6,13,-3,46,2001
2001-11-25,"Week 11","Carolina","Atlanta",7,10,3,40,2001
2001-11-26,"Week 11","L.A. Rams","Tampa Bay",17,24,-10,47.5,2001
2001-11-29,"Week 12","Kansas City","Philadelphia",10,23,3,37,2001
2001-12-02,"Week 12","Miami","Denver",21,10,-3,39,2001
2001-12-02,"Week 12","N.Y. Jets","New England",16,17,-3,38,2001
2001-12-02,"Week 12","Baltimore","Indianapolis",39,27,-6,43.5,2001
2001-12-02,"Week 12","Cincinnati","Tampa Bay",13,16,5,35,2001
2001-12-02,"Week 12","Cleveland","Tennessee",15,31,1,36.5,2001
2001-12-02,"Week 12","Pittsburgh","Minnesota",21,16,-8.5,40,2001
2001-12-02,"Week 12","Oakland","Arizona",31,34,-11.5,43,2001
2001-12-02,"Week 12","Washington","Dallas",14,20,-8,35,2001
2001-12-02,"Week 12","Chicago","Detroit",13,10,-7,38,2001
2001-12-02,"Week 12","Atlanta","L.A. Rams",6,35,7.5,49.5,2001
2001-12-02,"Week 12","New Orleans","Carolina",27,23,-10,40.5,2001
2001-12-02,"Week 12","San Francisco","Buffalo",35,0,-8.5,44,2001
2001-12-02,"Week 12","Seattle","L.A. Chargers",13,10,-3,42,2001
2001-12-03,"Week 12","Jacksonville","Green Bay",21,28,4,44,2001
2001-12-09,"Week 13","Buffalo","Carolina",25,24,-3,36.5,2001
2001-12-09,"Week 13","New England","Cleveland",27,16,-5.5,36,2001
2001-12-09,"Week 13","Cincinnati","Jacksonville",10,14,-1,37,2001
2001-12-09,"Week 13","Pittsburgh","N.Y. Jets",18,7,-3.5,34.5,2001
2001-12-09,"Week 13","Denver","Seattle",20,7,-6.5,40.5,2001
2001-12-09,"Week 13","Oakland","Kansas City",28,26,-9,44.5,2001
2001-12-09,"Week 13","Dallas","N.Y. Giants",20,13,3.5,35,2001
2001-12-09,"Week 13","Philadelphia","L.A. Chargers",24,14,-7,37,2001
2001-12-09,"Week 13","Green Bay","Chicago",17,7,-4.5,37,2001
2001-12-09,"Week 13","Minnesota","Tennessee",42,24,2,42,2001
2001-12-09,"Week 13","Atlanta","New Orleans",10,28,3,40,2001
2001-12-09,"Week 13","Tampa Bay","Detroit",15,12,-7.5,37,2001
2001-12-09,"Week 13","Arizona","Washington",10,20,-1,39,2001
2001-12-09,"Week 13","L.A. Rams","San Francisco",27,14,-7,55.5,2001
2001-12-10,"Week 13","Miami","Indianapolis",41,6,-4.5,46,2001
2001-12-15,"Week 14","L.A. Chargers","Oakland",6,13,3.5,46.5,2001
2001-12-15,"Week 14","N.Y. Giants","Arizona",17,13,-6,37,2001
2001-12-16,"Week 14","Buffalo","New England",9,12,4,40,2001
2001-12-16,"Week 14","N.Y. Jets","Cincinnati",15,14,-8.5,34.5,2001
2001-12-16,"Week 14","Baltimore","Pittsburgh",21,26,3,33,2001
2001-12-16,"Week 14","Cleveland","Jacksonville",10,15,-2,36.5,2001
2001-12-16,"Week 14","Indianapolis","Atlanta",41,27,-4,46.5,2001
2001-12-16,"Week 14","Tennessee","Green Bay",26,20,3,43.5,2001
2001-12-16,"Week 14","Kansas City","Denver",26,23,-1,37.5,2001
2001-12-16,"Week 14","Washington","Philadelphia",6,20,3,34,2001
2001-12-16,"Week 14","Chicago","Tampa Bay",27,3,-1.5,32,2001
2001-12-16,"Week 14","Detroit","Minnesota",27,24,3,46.5,2001
2001-12-16,"Week 14","San Francisco","Miami",21,0,-4,43.5,2001
2001-12-16,"Week 14","Seattle","Dallas",29,3,-5.5,33.5,2001
2001-12-17,"Week 14","New Orleans","L.A. Rams",21,34,6.5,51,2001
2001-12-22,"Week 15","New England","Miami",20,13,-3,36,2001
2001-12-22,"Week 15","Oakland","Tennessee",10,13,-5.5,45,2001
2001-12-22,"Week 15","San Francisco","Philadelphia",13,3,-3,38,2001
2001-12-23,"Week 15","Baltimore","Cincinnati",16,0,-10.5,33.5,2001
2001-12-23,"Week 15","Pittsburgh","Detroit",47,14,-10,35,2001
2001-12-23,"Week 15","Indianapolis","N.Y. Jets",28,29,-1,48,2001
2001-12-23,"Week 15","Kansas City","L.A. Chargers",20,17,-3,38.5,2001
2001-12-23,"Week 15","N.Y. Giants","Seattle",27,24,-3,34,2001
2001-12-23,"Week 15","Washington","Chicago",15,20,NA,33,2001
2001-12-23,"Week 15","Green Bay","Cleveland",30,7,-7.5,35,2001
2001-12-23,"Week 15","Minnesota","Jacksonville",3,33,-3,45,2001
2001-12-23,"Week 15","Atlanta","Buffalo",33,30,-3,42,2001
2001-12-23,"Week 15","Carolina","L.A. Rams",32,38,12.5,45,2001
2001-12-23,"Week 15","Tampa Bay","New Orleans",48,21,-2.5,38,2001
2001-12-23,"Week 15","Arizona","Dallas",17,10,-3,37.5,2001
2001-12-29,"Week 16","Tampa Bay","Baltimore",22,10,-2.5,34,2001
2001-12-30,"Week 16","Miami","Atlanta",21,14,-7,38.5,2001
2001-12-30,"Week 16","N.Y. Jets","Buffalo",9,14,-7,37,2001
2001-12-30,"Week 16","Cincinnati","Pittsburgh",26,23,8,34,2001
2001-12-30,"Week 16","Jacksonville","Kansas City",26,30,-4.5,41,2001
2001-12-30,"Week 16","Tennessee","Cleveland",38,41,-6,37,2001
2001-12-30,"Week 16","Denver","Oakland",23,17,-1,41,2001
2001-12-30,"Week 16","L.A. Chargers","Seattle",22,25,-2,38,2001
2001-12-30,"Week 16","Dallas","San Francisco",27,21,6,39.5,2001
2001-12-30,"Week 16","Philadelphia","N.Y. Giants",24,21,-5,34,2001
2001-12-30,"Week 16","Detroit","Chicago",0,24,5.5,37.5,2001
2001-12-30,"Week 16","Green Bay","Minnesota",24,13,-13,36,2001
2001-12-30,"Week 16","Carolina","Arizona",7,30,-2.5,34,2001
2001-12-30,"Week 16","New Orleans","Washington",10,40,-5,39.5,2001
2001-12-30,"Week 16","L.A. Rams","Indianapolis",42,17,-12,58.5,2001
2002-01-06,"Week 17","Miami","Buffalo",34,7,-5.5,35.5,2001
2002-01-06,"Week 17","Pittsburgh","Cleveland",28,7,-5.5,34,2001
2002-01-06,"Week 17","Indianapolis","Denver",29,10,-2,51.5,2001
2002-01-06,"Week 17","Tennessee","Cincinnati",21,23,-5.5,39.5,2001
2002-01-06,"Week 17","Oakland","N.Y. Jets",22,24,-3.5,40.5,2001
2002-01-06,"Week 17","N.Y. Giants","Green Bay",25,34,3,37.5,2001
2002-01-06,"Week 17","Washington","Arizona",20,17,-4,35.5,2001
2002-01-06,"Week 17","Chicago","Jacksonville",33,13,-4.5,34,2001
2002-01-06,"Week 17","Detroit","Dallas",15,10,3,36,2001
2002-01-06,"Week 17","Carolina","New England",6,38,6.5,35.5,2001
2002-01-06,"Week 17","New Orleans","San Francisco",0,38,2.5,46,2001
2002-01-06,"Week 17","Tampa Bay","Philadelphia",13,17,-4,33,2001
2002-01-06,"Week 17","L.A. Rams","Atlanta",31,13,-15.5,47.5,2001
2002-01-06,"Week 17","Seattle","Kansas City",21,18,-3.5,39.5,2001
2002-01-07,"Week 17","Baltimore","Minnesota",19,3,-12.5,37,2001
2002-01-12,"Wildcard","Oakland","N.Y. Jets",38,24,-5.5,42,2001
2002-01-12,"Wildcard","Philadelphia","Tampa Bay",31,9,-3.5,33,2001
2002-01-13,"Wildcard","Miami","Baltimore",3,20,-3,31.5,2001
2002-01-13,"Wildcard","Green Bay","San Francisco",25,15,-4,43,2001
2002-01-19,"Divisional","New England","Oakland",16,13,-3,37.5,2001
2002-01-19,"Divisional","Chicago","Philadelphia",19,33,-3,31,2001
2002-01-20,"Divisional","Pittsburgh","Baltimore",27,10,-5.5,33,2001
2002-01-20,"Divisional","L.A. Rams","Green Bay",45,17,-11.5,55.5,2001
2002-01-27,"Conference","Pittsburgh","New England",17,24,-10,37.5,2001
2002-01-27,"Conference","L.A. Rams","Philadelphia",29,24,-10.5,48,2001
2002-02-03,"Super Bowl","New England","L.A. Rams",20,17,14,53,2001
2002-09-05,"Week 1","N.Y. Giants","San Francisco",13,16,4,39.5,2002
2002-09-08,"Week 1","Buffalo","N.Y. Jets",31,37,3,42,2002
2002-09-08,"Week 1","Miami","Detroit",49,21,-9,36,2002
2002-09-08,"Week 1","Cincinnati","L.A. Chargers",6,34,-3,37.5,2002
2002-09-08,"Week 1","Cleveland","Kansas City",39,40,-1,36,2002
2002-09-08,"Week 1","Houston","Dallas",19,10,9.5,34,2002
2002-09-08,"Week 1","Jacksonville","Indianapolis",25,28,3.5,43.5,2002
2002-09-08,"Week 1","Tennessee","Philadelphia",27,24,-1,37,2002
2002-09-08,"Week 1","Denver","L.A. Rams",23,16,3,51,2002
2002-09-08,"Week 1","Oakland","Seattle",31,17,-7,40,2002
2002-09-08,"Week 1","Washington","Arizona",31,23,-7,44.5,2002
2002-09-08,"Week 1","Chicago","Minnesota",27,23,-4.5,41,2002
2002-09-08,"Week 1","Green Bay","Atlanta",37,34,-7,42.5,2002
2002-09-08,"Week 1","Carolina","Baltimore",10,7,1.5,33.5,2002
2002-09-08,"Week 1","Tampa Bay","New Orleans",20,26,-6,37.5,2002
2002-09-09,"Week 1","New England","Pittsburgh",30,14,2.5,38,2002
2002-09-15,"Week 2","N.Y. Jets","New England",7,44,-1,41,2002
2002-09-15,"Week 2","Baltimore","Tampa Bay",0,25,4.5,32.5,2002
2002-09-15,"Week 2","Cleveland","Cincinnati",20,7,-4,38,2002
2002-09-15,"Week 2","Pittsburgh","Oakland",17,30,-3.5,40,2002
2002-09-15,"Week 2","Indianapolis","Miami",13,21,-1.5,46.5,2002
2002-09-15,"Week 2","Kansas City","Jacksonville",16,23,-4,45,2002
2002-09-15,"Week 2","L.A. Chargers","Houston",24,3,-13.5,34,2002
2002-09-15,"Week 2","Dallas","Tennessee",21,13,3.5,37.5,2002
2002-09-15,"Week 2","Minnesota","Buffalo",39,45,-3.5,49,2002
2002-09-15,"Week 2","Atlanta","Chicago",13,14,-3,44,2002
2002-09-15,"Week 2","Carolina","Detroit",31,7,-3,35.5,2002
2002-09-15,"Week 2","New Orleans","Green Bay",35,20,1.5,45.5,2002
2002-09-15,"Week 2","L.A. Rams","N.Y. Giants",21,26,-12.5,46,2002
2002-09-15,"Week 2","San Francisco","Denver",14,24,-3.5,44.5,2002
2002-09-15,"Week 2","Seattle","Arizona",13,24,-3.5,40,2002
2002-09-16,"Week 2","Washington","Philadelphia",7,37,3,44,2002
2002-09-22,"Week 3","Miami","N.Y. Jets",30,3,-6,40.5,2002
2002-09-22,"Week 3","New England","Kansas City",41,38,-9,44,2002
2002-09-22,"Week 3","Houston","Indianapolis",3,23,11,38,2002
2002-09-22,"Week 3","Tennessee","Cleveland",28,31,-4.5,40,2002
2002-09-22,"Week 3","Denver","Buffalo",28,23,-8,47,2002
2002-09-22,"Week 3","N.Y. Giants","Seattle",9,6,-6,39,2002
2002-09-22,"Week 3","Philadelphia","Dallas",44,13,-10,36.5,2002
2002-09-22,"Week 3","Chicago","New Orleans",23,29,-1.5,40.5,2002
2002-09-22,"Week 3","Detroit","Green Bay",31,37,8,44.5,2002
2002-09-22,"Week 3","Minnesota","Carolina",14,21,-6.5,44.5,2002
2002-09-22,"Week 3","Atlanta","Cincinnati",30,3,-7.5,43,2002
2002-09-22,"Week 3","Arizona","L.A. Chargers",15,23,3,39.5,2002
2002-09-22,"Week 3","San Francisco","Washington",20,10,-10,44.5,2002
2002-09-23,"Week 3","Tampa Bay","L.A. Rams",26,14,3,43.5,2002
2002-09-29,"Week 4","Buffalo","Chicago",33,27,-3,46.5,2002
2002-09-29,"Week 4","Cincinnati","Tampa Bay",7,35,7,34,2002
2002-09-29,"Week 4","Pittsburgh","Cleveland",16,13,-6,44,2002
2002-09-29,"Week 4","Jacksonville","N.Y. Jets",28,3,-3,42,2002
2002-09-29,"Week 4","Kansas City","Miami",48,30,3,44.5,2002
2002-09-29,"Week 4","L.A. Chargers","New England",21,14,3,41,2002
2002-09-29,"Week 4","Oakland","Tennessee",52,25,-7,44.5,2002
2002-09-29,"Week 4","Philadelphia","Houston",35,17,-19,36,2002
2002-09-29,"Week 4","Detroit","New Orleans",26,21,8.5,45,2002
2002-09-29,"Week 4","Green Bay","Carolina",17,14,-6.5,42,2002
2002-09-29,"Week 4","Arizona","N.Y. Giants",21,7,3,38.5,2002
2002-09-29,"Week 4","L.A. Rams","Dallas",10,13,-13,45,2002
2002-09-29,"Week 4","Seattle","Minnesota",48,23,-3,43.5,2002
2002-09-30,"Week 4","Baltimore","Denver",34,23,9,35.5,2002
2002-10-06,"Week 5","Buffalo","Oakland",31,49,3,53.5,2002
2002-10-06,"Week 5","Miami","New England",26,13,-3,44,2002
2002-10-06,"Week 5","N.Y. Jets","Kansas City",25,29,3,46,2002
2002-10-06,"Week 5","Cleveland","Baltimore",21,26,-6.5,36.5,2002
2002-10-06,"Week 5","Indianapolis","Cincinnati",28,21,-13.5,43,2002
2002-10-06,"Week 5","Jacksonville","Philadelphia",28,25,3,42,2002
2002-10-06,"Week 5","Tennessee","Washington",14,31,-4,44,2002
2002-10-06,"Week 5","Denver","L.A. Chargers",26,9,-6,40.5,2002
2002-10-06,"Week 5","Dallas","N.Y. Giants",17,21,1.5,35,2002
2002-10-06,"Week 5","Atlanta","Tampa Bay",6,20,-1.5,39,2002
2002-10-06,"Week 5","Carolina","Arizona",13,16,-4,36,2002
2002-10-06,"Week 5","New Orleans","Pittsburgh",32,29,-3,44,2002
2002-10-06,"Week 5","San Francisco","L.A. Rams",37,13,-7,41.5,2002
2002-10-07,"Week 5","Chicago","Green Bay",21,34,-1,44.5,2002
2002-10-13,"Week 6","New England","Green Bay",10,28,-6,48.5,2002
2002-10-13,"Week 6","Cincinnati","Pittsburgh",7,34,6,41.5,2002
2002-10-13,"Week 6","Houston","Buffalo",24,31,7,44,2002
2002-10-13,"Week 6","Indianapolis","Baltimore",22,20,-7,43.5,2002
2002-10-13,"Week 6","Tennessee","Jacksonville",23,14,2,43.5,2002
2002-10-13,"Week 6","Denver","Miami",22,24,-3.5,41.5,2002
2002-10-13,"Week 6","L.A. Chargers","Kansas City",35,34,-4,46.5,2002
2002-10-13,"Week 6","Dallas","Carolina",14,13,-2,34,2002
2002-10-13,"Week 6","N.Y. Giants","Atlanta",10,17,-5,34.5,2002
2002-10-13,"Week 6","Washington","New Orleans",27,43,1,45.5,2002
2002-10-13,"Week 6","Minnesota","Detroit",31,24,-4.5,48,2002
2002-10-13,"Week 6","Tampa Bay","Cleveland",17,3,-7,36.5,2002
2002-10-13,"Week 6","L.A. Rams","Oakland",28,13,8,48,2002
2002-10-14,"Week 6","Seattle","San Francisco",21,28,3,43,2002
2002-10-20,"Week 7","Miami","Buffalo",10,23,-5.5,46,2002
2002-10-20,"Week 7","N.Y. Jets","Minnesota",20,7,-3,49,2002
2002-10-20,"Week 7","Baltimore","Jacksonville",17,10,1,38.5,2002
2002-10-20,"Week 7","Cleveland","Houston",34,17,-9,37,2002
2002-10-20,"Week 7","Kansas City","Denver",34,37,3,50.5,2002
2002-10-20,"Week 7","Oakland","L.A. Chargers",21,27,-7,47,2002
2002-10-20,"Week 7","Philadelphia","Tampa Bay",20,10,-3,36.5,2002
2002-10-20,"Week 7","Detroit","Chicago",23,20,3,44,2002
2002-10-20,"Week 7","Green Bay","Washington",30,9,-7,48,2002
2002-10-20,"Week 7","Atlanta","Carolina",30,0,-4,36,2002
2002-10-20,"Week 7","New Orleans","San Francisco",35,27,-1.5,49,2002
2002-10-20,"Week 7","Arizona","Dallas",9,6,-3.5,36,2002
2002-10-20,"Week 7","L.A. Rams","Seattle",37,20,-6,44.5,2002
2002-10-21,"Week 7","Pittsburgh","Indianapolis",28,10,-4.5,46.5,2002
2002-10-27,"Week 8","Buffalo","Detroit",24,17,-7.5,50.5,2002
2002-10-27,"Week 8","New England","Denver",16,24,-3,45.5,2002
2002-10-27,"Week 8","N.Y. Jets","Cleveland",21,24,-3,44.5,2002
2002-10-27,"Week 8","Baltimore","Pittsburgh",18,31,3,37.5,2002
2002-10-27,"Week 8","Cincinnati","Tennessee",24,30,5,41.5,2002
2002-10-27,"Week 8","Jacksonville","Houston",19,21,-11,38,2002
2002-10-27,"Week 8","Kansas City","Oakland",20,10,3,55.5,2002
2002-10-27,"Week 8","Dallas","Seattle",14,17,-2.5,37,2002
2002-10-27,"Week 8","Washington","Indianapolis",26,21,1,46.5,2002
2002-10-27,"Week 8","Minnesota","Chicago",25,7,-2,46.5,2002
2002-10-27,"Week 8","Carolina","Tampa Bay",9,12,8,32,2002
2002-10-27,"Week 8","New Orleans","Atlanta",35,37,-4,47,2002
2002-10-27,"Week 8","San Francisco","Arizona",38,28,-8.5,40,2002
2002-10-28,"Week 8","Philadelphia","N.Y. Giants",17,3,-7,38.5,2002
2002-11-03,"Week 9","Buffalo","New England",7,38,-3,47.5,2002
2002-11-03,"Week 9","Cleveland","Pittsburgh",20,23,3.5,43.5,2002
2002-11-03,"Week 9","Houston","Cincinnati",3,38,-3,37.5,2002
2002-11-03,"Week 9","Indianapolis","Tennessee",15,23,-3,47,2002
2002-11-03,"Week 9","L.A. Chargers","N.Y. Jets",13,44,-8.5,40.5,2002
2002-11-03,"Week 9","Oakland","San Francisco",20,23,-3,49.5,2002
2002-11-03,"Week 9","N.Y. Giants","Jacksonville",24,17,-3,35.5,2002
2002-11-03,"Week 9","Chicago","Philadelphia",13,19,7,38.5,2002
2002-11-03,"Week 9","Detroit","Dallas",9,7,-3,37.5,2002
2002-11-03,"Week 9","Atlanta","Baltimore",20,17,-7.5,40.5,2002
2002-11-03,"Week 9","Tampa Bay","Minnesota",38,24,-7.5,37,2002
2002-11-03,"Week 9","Arizona","L.A. Rams",14,27,4,43.5,2002
2002-11-03,"Week 9","Seattle","Washington",3,14,-2.5,42,2002
2002-11-04,"Week 9","Green Bay","Miami",24,10,-4.5,41,2002
2002-11-10,"Week 10","N.Y. Jets","Miami",13,10,-2.5,39.5,2002
2002-11-10,"Week 10","Baltimore","Cincinnati",38,27,-4.5,37,2002
2002-11-10,"Week 10","Pittsburgh","Atlanta",34,34,-5,42,2002
2002-11-10,"Week 10","Jacksonville","Washington",26,7,-2,40,2002
2002-11-10,"Week 10","Tennessee","Houston",17,10,-9.5,39.5,2002
2002-11-10,"Week 10","Philadelphia","Indianapolis",13,35,-9.5,42,2002
2002-11-10,"Week 10","Chicago","New England",30,33,5.5,39,2002
2002-11-10,"Week 10","Green Bay","Detroit",40,14,-10,41.5,2002
2002-11-10,"Week 10","Minnesota","N.Y. Giants",20,27,1,45,2002
2002-11-10,"Week 10","Carolina","New Orleans",24,34,4.5,40.5,2002
2002-11-10,"Week 10","Arizona","Seattle",6,27,-3,36.5,2002
2002-11-10,"Week 10","L.A. Rams","L.A. Chargers",28,24,-6,44.5,2002
2002-11-10,"Week 10","San Francisco","Kansas City",17,13,-5.5,49,2002
2002-11-11,"Week 10","Denver","Oakland",10,34,-6,46,2002
2002-11-17,"Week 11","Miami","Baltimore",26,7,-4.5,34.5,2002
2002-11-17,"Week 11","Cincinnati","Cleveland",20,27,3,41,2002
2002-11-17,"Week 11","Houston","Jacksonville",21,24,6,36.5,2002
2002-11-17,"Week 11","Indianapolis","Dallas",20,3,-7,40,2002
2002-11-17,"Week 11","Tennessee","Pittsburgh",31,23,3,44,2002
2002-11-17,"Week 11","Kansas City","Buffalo",17,16,-3.5,52.5,2002
2002-11-17,"Week 11","L.A. Chargers","San Francisco",20,17,2.5,44,2002
2002-11-17,"Week 11","Oakland","New England",27,20,-5,47.5,2002
2002-11-17,"Week 11","N.Y. Giants","Washington",19,17,-3.5,34.5,2002
2002-11-17,"Week 11","Philadelphia","Arizona",38,14,-11.5,37.5,2002
2002-11-17,"Week 11","Detroit","N.Y. Jets",14,31,3,43,2002
2002-11-17,"Week 11","Minnesota","Green Bay",31,21,7,50,2002
2002-11-17,"Week 11","Atlanta","New Orleans",24,17,-1.5,50.5,2002
2002-11-17,"Week 11","Tampa Bay","Carolina",23,10,-8.5,35,2002
2002-11-17,"Week 11","Seattle","Denver",9,31,5,43,2002
2002-11-18,"Week 11","L.A. Rams","Chicago",21,16,-10,43.5,2002
2002-11-24,"Week 12","Miami","L.A. Chargers",30,3,-4,36.5,2002
2002-11-24,"Week 12","New England","Minnesota",24,17,-8,47,2002
2002-11-24,"Week 12","N.Y. Jets","Buffalo",31,13,-3,46,2002
2002-11-24,"Week 12","Baltimore","Tennessee",13,12,2.5,38,2002
2002-11-24,"Week 12","Pittsburgh","Cincinnati",29,21,-10.5,43.5,2002
2002-11-24,"Week 12","Houston","N.Y. Giants",16,14,5.5,34,2002
2002-11-24,"Week 12","Denver","Indianapolis",20,23,-6.5,43,2002
2002-11-24,"Week 12","Dallas","Jacksonville",21,19,3,34,2002
2002-11-24,"Week 12","Washington","L.A. Rams",20,17,3.5,41,2002
2002-11-24,"Week 12","Chicago","Detroit",20,17,-5.5,37.5,2002
2002-11-24,"Week 12","Carolina","Atlanta",0,41,3,37,2002
2002-11-24,"Week 12","New Orleans","Cleveland",15,24,-5.5,48,2002
2002-11-24,"Week 12","Tampa Bay","Green Bay",21,7,-3,39,2002
2002-11-24,"Week 12","Arizona","Oakland",20,41,9,44,2002
2002-11-24,"Week 12","Seattle","Kansas City",39,32,3,44,2002
2002-11-25,"Week 12","San Francisco","Philadelphia",17,38,-7,37.5,2002
2002-11-28,"Week 13","Dallas","Washington",27,20,1,36.5,2002
2002-11-28,"Week 13","Detroit","New England",12,20,6,46,2002
2002-12-01,"Week 13","Buffalo","Miami",38,21,2,37,2002
2002-12-01,"Week 13","Cincinnati","Baltimore",23,27,2.5,38,2002
2002-12-01,"Week 13","Cleveland","Carolina",6,13,-7.5,34.5,2002
2002-12-01,"Week 13","Indianapolis","Houston",19,3,-10,40.5,2002
2002-12-01,"Week 13","Jacksonville","Pittsburgh",23,25,3,44,2002
2002-12-01,"Week 13","Kansas City","Arizona",49,0,-9.5,47,2002
2002-12-01,"Week 13","L.A. Chargers","Denver",30,27,3,40,2002
2002-12-01,"Week 13","N.Y. Giants","Tennessee",29,32,-3,34,2002
2002-12-01,"Week 13","Philadelphia","L.A. Rams",10,3,1.5,38,2002
2002-12-01,"Week 13","Green Bay","Chicago",30,20,-9.5,37.5,2002
2002-12-01,"Week 13","Minnesota","Atlanta",24,30,3,47.5,2002
2002-12-01,"Week 13","New Orleans","Tampa Bay",23,20,1.5,40,2002
2002-12-01,"Week 13","San Francisco","Seattle",31,24,-9,44,2002
2002-12-02,"Week 13","Oakland","N.Y. Jets",26,20,-7,48,2002
2002-12-08,"Week 14","New England","Buffalo",27,17,-3.5,45,2002
2002-12-08,"Week 14","N.Y. Jets","Denver",19,13,1.5,43.5,2002
2002-12-08,"Week 14","Baltimore","New Orleans",25,37,2.5,42.5,2002
2002-12-08,"Week 14","Pittsburgh","Houston",6,24,-14,38,2002
2002-12-08,"Week 14","Jacksonville","Cleveland",20,21,-2.5,41,2002
